Lyrics,Class
"Yeah, baby
Your love
Now, s'just a bit of
Burning
Inside
Now, just a little
Burning
Just a dreaming
Just a burning
Just a dreaming
Just a dreaming
And do you feel it?
Said do you feel it when you touch me?
Said do you feel it when you cut me?
But there's a fire
But there's a fire
Just burning
Just a burning
Just a burning
Just a burning
Just a burning
Inside",Relax
"Ooh
Ah, look out
Oh
I took a record of pretty music
I went down and baby, you can tell
I took a record of pretty music
Now I'm putting it to you straight from hell
I'll stick it deep inside
I'll stick it deep inside
'Cause I'm loose
Always
I feel fine to be dancin', baby
I feel fine, I'm a shakin' leaf
I feel fine to be dancin', baby
'Cause it's love, yeah I do believe
I'll stick it deep inside
I'll stick it deep inside
'Cause I'm loose
Hey
Hey
I took a record of pretty music
I went down and baby, you can tell
I took a record of pretty music
And now I'm putting it to you straight from hell
And I'll stick it
Deep inside
And I'll stick it
Oh
Well, I'm loose
Well, I'm loose
Well, I'm loose",Relax
"Callin' from the fun house with my song.
We been separated baby far too long.
Callin' all you whoop-de pretty things.
Shinin' in your freedom come and be my rings.
Hold me tight -- callin' from the fun house.
Hold me tight -- callin' from the fun house.
Yeah, i came to play and i mean to play around.
Yeah, i came to play and i mean to play real good.
Yeah, i came to play.
Little baby girlie, little baby boy.
Cover me with lovin' in a bundle o' joy.
Do i care to show you what i'm dreamin' of.
Do i dare to whoop ya with my love.
Every little baby knows just what i mean livin' in division in a shiftin' scene.
Hold me tight -- callin' from the fun house.
Hold me tight -- callin' from the fun house.
Yeah, i came to play.
I came to play.
We been separated.
We been separated.
A little too long.
Yeah, i came to play.
Yeah, fun house boy will steal your heart away.
Yeah, fun house boy will steal your heart away.
Steal.
I came to play.
I came to play.
I came to play... baby.
Yeah, i came to play.
I came to play",Relax
"I never cared much for moonlit skies
I never wink back at fireflies
But now that the stars are in your eyes
I'm beginning to see the light
I never went in for afterglow
Or candlelight on the mistletoe
But now when you turn the lamp down low
I'm beginning to see the light
Used to ramble through the park
Shadowboxing in the dark
Then you came and caused a spark
That's a four-alarm fire now
I never made love by lantern-shine
I never saw rainbows in my wine
But now that your lips are burning mine
I'm beginning to see the light",Relax
"Go upstairs (Busted)
Pack your bags (Cause you busted)
While you at it (Busted)
Call a cab (Cause you busted)
It's obvious (Busted)
You played around (Cause you busted)
Go upstairs and get your shit
And get the fuck up out of here now
Ain't nothing to talk about
(I can explain everything)
Right now I want you out this house
(Baby please one more chance
Let me tell you where I've been)
Well quit wasting my time
And say what's on your mind
(Fine
Me and some girlfriends we went dancing me Shaniqua, Shaquan, and Robin)
Well if ya'll were going shopping
Why didn't you just check in
(I was but then I thought
My cellular was off)
Now earlier (hmmm) you said dancing (uhhh)
But when I just asked (hmmm) you said shopping (uhhh)
Tell me which one you were doing
(Oh baby I must be confused)
Yeah right you real confused
Tell me where you been?
(Dancing)
Dancing where?
(Uuummm...)
The name of the club?
(Kisses)
What time it is?
(I think one or two)
What time it is?
(Three, four)
Here's one thing I got to know
At first you say dancing
But now you say shopping",Relax
"oohhhhh...
(Why you don't believe I don't understand it)
Trying to slick a can of oil who you think you fooling
Now get on out my face (Baby)
Before I catch another case (Baby)
Go upstairs {Busted}
Pack your bags (I don't wanna)
While you at it {Busted}
Call a cab (A cab for what)
Its obvious {Busted}
You played around (No I'm not)
Go upstairs and get your shit (No)
And get the fuck up out of here now
Noooo. You guilty, guilty, guilty, guilty
(Ohhhh now wait a minute, wait a minute, wait a minute, wait a minute)
Go upstairs and get your shit
And get the fuck up out of here now
- Tell me, where am I suppose to go from here
- Frankly my dear, I don't give a damn",Relax
"Your contagious, touch me baby give me what you got
(and I heard an other man said) sexy lady drive me crazy, drive me wild
(And I just can't believe this shit)
What the hell is goin' on between the sheets in my home?
Baby wait let me explain before you start to point your cain.
Girl I'm bout to have a fit
""oh its bout to be some shit!""
How did I get in to this? Should have never came home with this bitch!
Low down dirty woman, back to where you come from
""but baby wait"" but wait my ass
Hit the streets your ass is grass!
Now Mista Biggs before you done
""Wait how you know my name son?""
""Honey wait I was gonna tell ya""
"" Move this cat looks real familiar""
Hmmm?!?! Now don't I know you from somewhere a long time ago?
No no I don't think so.
Yea yea, I feel I know you brother very well.
No No you mistaken me for somebody else.
""Frank"" ""SHUT UP!"" Can't you see two men are talkin'?
""But"" Thought I told yo ass to get to walkin'!
Now I think ya'll better leave this place,
Cause I'm about to catch a case.
Your contagious, touch me baby give me what you got
(and I heard an other man said) sexy lady drive me crazy, drive me wild
(And I just can't believe this shit)
Your contagious, touch me baby give me what you got
Your contagious, touch me baby give me what you got
Your contagious, touch me baby give me what you got
Your contagious, touch me baby give me what you got",Relax
"La da da
I just came here to chill
We been kickin' it for quite some time
Lots of private parties where we're winding down
Tonight I'm in a different mood
Just want to get close to you
No RSVP necessary
Tonight it's me and you, girl
Didn't bring my diamonds
You don't have to put a dress on
I just came here to chill
There'll be no other VIP
The party's only you and me
I just came here to chill
You're a special lady
The world can see
Nobody makes a room shine
Like you and me",Relax
"Didn't bring my diamonds
You don't have to put a dress on
See I, I just came here to chill
There'll be no other VIP
The party's only you and me
See I, I just came here to chill
No Escalades parked in the valet
Parked in the valet
No red-eye flights, I'm stayin' in LA
No movie stars with fancy cars
No backstage passes to the latest show
Tell R. Kelly we ain't coming no
No relatives, no friends we know
?Cause I just came here to chill
Didn't bring my diamonds
You don't have to put a dress on
I just came here to chill
There'll be no other VIP
The party's only you and me
See I, I just came here to chill",Relax
"Nothin' but smooth sailin' tonight
Anything that you want from me is my delight tonight
There'll be nothin' but, nothin' but smooth sailin' tonight
Anything that you want from me is my delight tonight
Every single heartache will be kissed and loved away
And at my desires height the body will obey
Lay your hands on me, girl, touch my burnin' sand
Let your waters calm me, your wish is my command
You can count on me, yeah
(Count on me)
I'll set you free and easy
Any fantasy, yeah
Will be acted out completely
Nothin' but smooth sailin' tonight
(Oh, baby)
Anything that you want from me is my delight tonight
(You know, you know)
There'll be nothin' but, nothin' but smooth sailin' tonight
(Oh)
Anything that you want from me is my delight tonight
(I know, I know)",Relax
"Who's that lady? Who's that lady?
Beautiful lady, who's that lady?
Lovely lady, who's that lady?
Real fine lady, who's that lady?
Hear me callin' out to you
'Cause that's all that I can do
Your eyes tell me to pursue
But you say, look yeah
But don't touch, baby,
No, no, no, don't touch
Who's that lady? Who's that lady?
Sexy lady, who's that lady?
Beautiful lady, who's that lady?
Real fine lady, who's that lady?",Relax
