Lyrics,Class
"Just to be alone
Was a little more than I could take
Then you came to stay, oh
Hold me in the morning
Love me in the afternoon
Help me find my way, hey yeah
Now and then just like before
I think about the love I've thrown away
But now it doesn't matter anyway
Baby what a big surprise
Right before my very eyes
Oh, oh, oh, woah, oh
Baby what a big surprise
Right before my very eyes
Oh, oh, oh, woah, oh",Relax
"She said, ""it's lonely here tonight""
She's always Sad when she's alone
She said, ""I need you here tonight""
She couldn't wait until I get home
She love me and that's all I need to know
She's part of my life
Just a part I won't let go
Then she said
Love me tomorrow won't you please promise me?
Love me tomorrow like today
Love me tomorrow, hurry back
Can't you see I need you much more than yesterday?",Energetic
"Can you tell me, please don't tell me
It really doesn't matter anyhow
It's just that the thought of us so Happy
Appears in my mind, as a beautifully mysterious thing
Yes it does now, baby
Can this lovin' we have found within us
Ooh, suddenly exist between
Did we somehow try to make it happen
Ooh, was it just a natural thing
I'd like to know
Can you tell me, please don't tell me
It really doesn't matter anyhow
It's just that the thought of us so Happy
Appears in my mind, as a beautifully mysterious thing
Yes it does now, baby
Questions 67 and 68",Energetic
"Driving home in the cold
January rain
I've got to find my way out of this pain
I reached for you in the night
I dreamed of your kiss
With your name on my lips
Alone in my bed
Your voice in my head
I picture you in my arms
And the touch of your skin
The smile on your face
The way that you taste
You come to my senses
Every time I close my eyes
I have no defenses
You come to my senses
I can't stop this ache inside
Oh! I have no defenses
You come to my senses
Ah",Happy
"I don't want you to misunderstand me
I just want to say what's on my mind
No need to hit me with an attitude
Because I haven't got the time
I want you to know one thing is certain
I truly love your company
I won't take no if that's you answer
At least, that's my philosophy
Stay the night, there's room enough here for two
Stay the night, I'd like to spend it with you
Stay the night, why don't we call it a day
No on can stop us, and nothing is in the way
It comes from friendly conversation
And if you still don't have a clue
Unless there's something else you've got in mind
We've got better things to do",Relax
"Merely by chance
Very unsuspecting
You caught my heart
Unprotecting me
Now I've fallen in love with you
Just when I thought
I was free and easy
You came along to me
Soft and breezy
Now I've fallen in love with you
Woo hoo
I've fallen in love with you",Happy
"And for the first time in my life
I know what it's like to be a Happy man
Happy man
And for the first time in my life
You've given me something I can't understand
Being a Happy man
Be with me now
Love me forever
Leaving you lady
Is something that I'd never do
I've fallen in love with you
All of my life it seems I have waited
Now I can say all these words I have stated are true
I've fallen in love with you
Woo hoo
Fallen in love with you woo hoo",Happy
"I was thinking about her, visiting the past
Reconstructing details with old photographs
I was studying the faces with an objective point of view
Suddenly remembering doesn't haunt me
I'll follow the sun
And now the time has come, and so, my love, I must go
And though I lose a friend, in the end you will know oh
One day you'll find that I have gone
But tomorrow might rain so I'll follow the sun
All the time you couldn't tell me that one day I'd be glad
That something that I thought was love was misinterpreted
But they were doing me a favor, a blessing in disguise
If she would've been faithful, if she could have been true
Then I would've been cheated, I would never know real love
I would've missed out on you",Sad
"I watch you sleeping, your body touching me
There's no doubt about it, this is where I want to be
You know it's so ironic, I had to lose to win
I want to thank her, if she would've been faithful
If she could have been true
Then I would've been cheated, I would never know real love
I would've missed out on you
It's a paradox full of contradiction, how I got from there to here
It defies a logical explanation
If she would've been faithful, if she could have been true
Then I would've been cheated, I would never know real love
I would've missed out on you
If she would've been faithful, if she could have been true
Then I would've been cheated, I would never know real love
I would've missed out on you",Sad
"While relating to each other
How strong the love can be
By resisting all the good times with each groovy chick we see
I'm a man yes I am and I can't help but love you so
I'm a man yes I am and I can't help but love you so
I've got to keep my image
While I'm standing on the floor
If I drop upon my knees
It's just to keep them on my nose
You think that I'm not human
And my heart is made of stone
But I've never had no problems
'Cause my body's pretty strong
I'm a man yes I am and I can't help but love you so
I'm a man yes I am and I can't help but love you so
I'm a man yes I am and I can't help but love you so",Relax
"If I had my choice of matter
I would rather be with cats
All engrossed in mental chatter
Showin' where your mind is at
While relating to each other
How strong your love can be
By resisting all the good times with each groovy chick we see
I'm a man yes I am and I can't help but love you so
I'm a man yes I am and I can't help but love you so
I'm a man yes I am and I can't help but love you so
I gotta keep my image
While I'm standin on the floor
If I drop upon my knees
It's just to keep them on my nose
You think that I'm not human
And my heart is made of stone
But I never had no problems
'Cause my body's pretty strong
I'm a man, yes I am, and I can't help but love you so
Man, yes I am, and I can't help but love you so
Man, yes I am, and I can't help but love you so
Man, yes I am, and I can't help but love you so",Relax
"Now the King told the boogie man
You have to let that raga drop
The oil down the desert way
Has been shakin' to the top
The Sheik, he drove his Cadillac
He went a-cruisin' down the ville
The muezzin was a-standin'
On the radiator grille (ow!)
Sharif don't like it
Rockin' the Casbah
Rock the Casbah
Sharif don't like it
Rockin' the Casbah
Rock the Casbah
By order of the Prophet
We ban that boogie sound
Degenerate the faithful
With that crazy Casbah sound
But the Bedouin, they brought out
The electric camel drum
The local guitar picker
Got his guitar-pickin' thumb
As soon as the Sharif had cleared the square
They began to wail",Energetic
"Breakin' rocks in the hot sun
I fought the law and the law won
I fought the law and the law won
I needed money 'cause I had none
I fought the law and the law won
I fought the law and the law won
I left my baby and it feels so bad
Guess my race is run
She's the best girl that I ever had
I fought the law and the law won
I fought the law and the
Robbin' people with a six-gun
I fought the law and the law won
I fought the law and the law won
I lost my girl and I lost my fun
I fought the law and the law won
I fought the law and the law won
I left my baby and it feels so bad
Guess my race is run",Sad
"Now I got a job
But it don't pay
I need new clothes
I need somewhere to stay
But without all of these things I can do
But without your love
I won't make it through
But you don't understand my point of view
I suppose there's nothing I can do
You didn't stand by me
No, not at all
You didn't stand by me
No way
You didn't stand by me
No, not at all
You didn't stand by me
No way
You must explain
Why this must be
Did you lie
When you spoke to me?
Did you stand by me?",Sad
